participant_id,maxpay,maxfare_1,maxfare_2,maxfare_3,maxfare_4,maxfare_5,maxfare_7,conf_right,conf_safetech,conf_safe,supportl_dv_1,supportl_dv_2,supportl_dv_3,supportl_dv_4,supportl_dv_5,supportl_dv_6,acc_blame_programmer,acc_blame_company,acc_blame_govt,acc_blame_other,acc_blame_other_text,reg_focus_safety,reg_focus_innovation,reg_focus_other,reg_focus_other_text,company_purchase_rank_1,company_purchase_rank_2,company_purchase_rank_3,company_purchase_rank_4,company_purchase_rank_5,company_purchase_rank_6,company_purchase_rank_7,opinions,future,you_alone,friends_alone,family_alone,stranger_alone,you_pass,friends_pass,family_pass,stranger_pass,benefits_oe,risks_oe,media,drive,taxi,publictransit,bike,attn2,firstmover_1,firstmover_2,firstmover_3,firstmover_4,firstmover_5,firstmover_6r,race,edu,status,Employment.Status,Sex,Country.of.Birth,First.Language,Ethnicity..Simplified.,Current.Country.of.Residence,Student.Status,Nationality
589a46af57995d0001a8a03a,29000,6,8,5,20,6,2,Not very confident,Not very confident,Not very confident,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,50,50,0,0,,100,0,0,,1,4,5,2,3,6,7,Experts in technology,Within 10-20 years,Slightly uncomfortable,Slightly uncomfortable,Slightly uncomfortable,Slightly uncomfortable,Slightly uncomfortable,Slightly uncomfortable,Slightly uncomfortable,Slightly uncomfortable,"freedom, independence, environment",accidents safety control,Within the past few months,Daily,A few times a year,Never,Never,A few times a year,Agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,White,4 year degree,5th Rung,Full-Time,Female,United States,English,White,United States,No,United States
589a84282a697d0001cfcfc1,40000,10,6,10,20,6,6,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,30,40,30,0,,81,19,0,,2,3,1,4,6,7,5,The government,Within 10-20 years,Slightly comfortable,Slightly comfortable,Slightly comfortable,Neither comfortable nor uncomfortable,Slightly comfortable,Slightly comfortable,Slightly comfortable,Neither comfortable nor uncomfortable,Reduced auto accidents,Loss of jobs,Within the past month,Daily,A few times a year,Once a month,Less than once a year,A few times a year,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,White,4 year degree,5th Rung,Full-Time,Male,United States,English,White,United States,No,United States
58a2952076c5b7000166150a,30000,8,5,8,20,3,2,Not very confident,Somewhat confident,Somewhat confident,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Somewhat disagree,Somewhat disagree,50,40,10,0,,92,8,0,,2,4,1,6,7,3,5,The general public,Within 10-20 years,Moderately uncomfortable,Moderately uncomfortable,Moderately uncomfortable,Slightly uncomfortable,Moderately uncomfortable,Moderately uncomfortable,Moderately uncomfortable,Slightly uncomfortable,easy transportation mode,potential for failure ,Within the past few months,Once a month,Never,Never,A few times each month,A few times a year,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,White,High school graduate,9th Rung,Part-Time,Female,United States,English,White,United States,No,United States
58afadc49f78e200018fa48d,70000,25,25,15,20,15,10,Somewhat confident,Very confident,Very confident,Agree,Strongly agree,Somewhat agree,Somewhat disagree,Agree,Strongly agree,0,100,0,0,,90,10,0,,1,3,2,4,7,5,6,Experts in technology,Within 20-50 years,Moderately comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,Slightly comfortable,Slightly comfortable,Moderately comfortable,Neither comfortable nor uncomfortable,"safety, energy efficiency, cost","failure, bugs, ethics",Within the past few months,Daily,A few times a year,Never,Once a month,A few times a year,Agree,Agree,Agree,Strongly agree,Agree,Agree,White,4 year degree,7th Rung,Full-Time,Male,United States,English,White,United States,No,United States
58cbd0a55d42920001414dd3,65000,8,10,3,20,3,3,Very confident,Completely confident,Very confident,Neither agree nor disagree,Strongly agree,Agree,Disagree,Agree,Somewhat agree,10,90,0,0,,80,20,0,,2,3,4,1,5,7,6,Experts in technology,Within 20-50 years,Extremely comfortable,Extremely comfortable,Extremely comfortable,Extremely comfortable,Extremely comfortable,Extremely comfortable,Extremely comfortable,Extremely comfortable,Passenger activity freedom,Losing driving ability,Within the past few months,A few times per week,A few times a year,Never,A few times each month,A few times a year,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Somewhat agree,Disagree,White,Some college,8th Rung,Unemployed (and job seeking),Male,United States,English,White,United States,No,United States
58cc6e1293dac30001d4abc6,48000,10,5,5,20,5,3,Not very confident,Very confident,Somewhat confident,Somewhat agree,Strongly agree,Somewhat disagree,Agree,Somewhat disagree,Disagree,25,56,19,0,,72,28,0,,1,2,3,4,5,6,7,Experts in technology,Within the next 5 years,Moderately comfortable,Moderately comfortable,Slightly comfortable,Extremely comfortable,Slightly comfortable,Slightly comfortable,Slightly uncomfortable,Neither comfortable nor uncomfortable,"Convenience, availability, cost ","Safety, reliability, dependability",Within the past month,Daily,A few times each month,A few times each month,A few times per week,A few times a year,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Disagree,Black or African American,4 year degree,6th Rung,Full-Time,Male,United States,English,Black,United States,No,United States
58e39cfd4bbe330001f6bba6,15000,2,1,2,20,1,1,Not very confident,Somewhat confident,Somewhat confident,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,51,49,0,0,,100,0,0,,1,3,2,7,6,4,5,The general public,Within 20-50 years,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Moderately uncomfortable,Moderately uncomfortable,Moderately uncomfortable,Moderately uncomfortable,Can be relaxed,No foresight assured,I have never seen anything about autonomous vehicles,A few times each month,Never,Less than once a year,Once a month,A few times a year,Strongly disagree,Disagree,Disagree,Agree,Agree,Agree,Black or African American,4 year degree,2nd Rung,"Not in paid work (e.g. homemaker', 'retired or disabled)",Female,United States,English,Mixed,United States,No,United States
58e9538908dc910001901f6b,20000,40,1,22,20,1,1,Not confident at all,Not confident at all,Not confident at all,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Disagree,78,22,0,0,,99,1,0,,3,1,2,7,4,5,6,Experts in technology,It will never be widespread,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Neither comfortable nor uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Neither comfortable nor uncomfortable,None at all,A programming mistake,Within the past few months,Never,A few times per week,A few times per week,A few times per week,A few times a year,Neither agree nor disagree,Disagree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,White,Professional degree,3rd Rung,Other,Female,United States,English,White,United States,No,United States
590f8c4c67706b0001db396a,33000,3,5,2,20,13,4,Somewhat confident,Not very confident,Not very confident,Disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Disagree,58,28,14,0,,81,19,0,,6,4,1,2,7,3,5,Experts in technology,Within 20-50 years,Moderately uncomfortable,Moderately uncomfortable,Moderately uncomfortable,Moderately uncomfortable,Moderately uncomfortable,Moderately uncomfortable,Moderately uncomfortable,Moderately uncomfortable,to see technology advance,I believe they can be a safety hazard,Within the past few years,Daily,A few times a year,Never,A few times a year,A few times a year,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Black or African American,Some college,8th Rung,Full-Time,Male,United States,English,Black,United States,No,United States
591f9101acfd340001376293,40000,5,4,4,20,5,2,Very confident,Very confident,Very confident,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,30,70,0,0,,90,10,0,,1,6,5,2,7,3,4,The autonomous vehicle companies themselves,Within 5-10 years,Moderately comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,Slightly comfortable,Slightly comfortable,best safety possible,not enough data,Within the past week,A few times per week,A few times a year,Never,A few times a year,A few times a year,Somewhat agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,White,4 year degree,3rd Rung,Full-Time,Male,United States,English,White,United States,No,United States
59235471e937bd0001ca0245,0,0,0,0,20,0,0,Not confident at all,Not very confident,Not very confident,Strongly disagree,Somewhat disagree,Disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,50,35,15,0,,100,0,0,,3,4,2,1,7,5,6,Experts in technology,Within 50-100 years,Extremely uncomfortable,Moderately uncomfortable,Extremely uncomfortable,Neither comfortable nor uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Neither comfortable nor uncomfortable,It's good for lazy people.,"It could malfunction at any moment, making it unpredictable and unsafe.",Within the past few years,A few times each month,Never,Never,Never,A few times a year,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly agree,Agree,Black or African American,Some college,8th Rung,Unemployed (and job seeking),Female,United States,English,Black,United States,No,United States
5924f4910a3e3e0001f1018e,28750,40,30,30,20,21,0,Not very confident,Somewhat confident,Somewhat confident,Disagree,Disagree,Somewhat disagree,Agree,Disagree,Strongly disagree,86,5,5,4,,100,0,0,,1,5,4,2,3,6,7,The government,It will never be widespread,Moderately uncomfortable,Moderately uncomfortable,Extremely uncomfortable,Slightly uncomfortable,Slightly uncomfortable,Moderately uncomfortable,Extremely uncomfortable,Slightly uncomfortable,Less distracted drivers,Computer could malfunction,Within the past year,A few times per week,Less than once a year,Never,A few times each month,A few times a year,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Asian,4 year degree,6th Rung,Part-Time,Male,United States,English,Asian,United States,No,United States
595d6ad8833cb200015429e1,41000,18,30,34,20,37,30,Completely confident,Very confident,Completely confident,Strongly agree,Agree,Agree,Neither agree nor disagree,Strongly agree,Agree,29,53,18,0,,59,41,0,,5,6,4,1,2,3,7,The general public,Within 20-50 years,Extremely comfortable,Slightly comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,Slightly comfortable,Slightly comfortable,Moderately comfortable,Transportation for all,Risk of accidents ,Within the past year,A few times per week,Never,Never,Daily,A few times a year,Agree,Strongly agree,Somewhat agree,Somewhat agree,Agree,Agree,White,High school graduate,8th Rung,Full-Time,Male,United States,English,White,United States,No,Serbia
597c52b421db3a000141850d,20000,14,2,6,20,1,2,Not confident at all,Not very confident,Very confident,Strongly disagree,Somewhat disagree,Disagree,Somewhat agree,Strongly disagree,Disagree,41,41,18,0,,84,16,0,,1,4,3,5,2,6,7,The general public,Within 5-10 years,Moderately uncomfortable,Moderately uncomfortable,Moderately uncomfortable,Neither comfortable nor uncomfortable,Slightly uncomfortable,Slightly uncomfortable,Slightly uncomfortable,Slightly comfortable,Less distracted drivers,"Safety, ethics, being hacked",Within the past month,Daily,A few times a year,Less than once a year,Never,A few times a year,Disagree,Somewhat disagree,Disagree,Agree,Agree,Agree,White,Some college,3rd Rung,Part-Time,Female,United States,English,White,United States,No,United States
59837ec704619b00011a8ddb,25000,10,15,7,20,5,2,Very confident,Very confident,Very confident,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Agree,11,89,0,0,,91,9,0,,1,3,2,4,7,6,5,Experts in technology,Within 10-20 years,Extremely comfortable,Extremely comfortable,Extremely comfortable,Extremely comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,Extremely comfortable,"Safety, convenience, comfort","Ethics, trust, cost",Within the past few months,Less than once a year,A few times a year,Daily,Daily,A few times a year,Agree,Agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,White,Professional degree,6th Rung,Due to start a new job within the next month,Female,United States,English,White,Italy,No,United States
59894fbbda239a0001fb8e16,500,6,0,3,20,0,0,Not confident at all,Not confident at all,Not confident at all,Disagree,Strongly disagree,Disagree,Somewhat agree,Disagree,Disagree,29,28,43,0,,100,0,0,,4,5,1,3,2,7,6,The general public,Within the next 5 years,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,helping people travel,computer programming mistakes,Within the past month,Daily,Less than once a year,Never,Never,A few times a year,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,White,2 year degree,4th Rung,Part-Time,Female,United States,English,White,United States,No,United States
598cc899e339120001fb88c6,25000,15,10,5,20,10,10,Somewhat confident,Somewhat confident,Somewhat confident,Neither agree nor disagree,Disagree,Somewhat disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,0,80,0,20,,99,1,0,,1,3,7,4,2,6,5,The government,Within 10-20 years,Slightly comfortable,Slightly comfortable,Slightly comfortable,Neither comfortable nor uncomfortable,Slightly comfortable,Slightly comfortable,Slightly comfortable,Neither comfortable nor uncomfortable,"Comfort, sight seeing",other drivers mistakes,Within the past month,A few times per week,Never,Never,A few times per week,A few times a year,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Somewhat agree,Somewhat agree,White,Professional degree,6th Rung,"Not in paid work (e.g. homemaker', 'retired or disabled)",Male,United States,English,White,United States,No,United States
5994ce3dc825cf0001d7dd2d,20000,15,10,5,20,5,5,Not very confident,Somewhat confident,Somewhat confident,Somewhat agree,Agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,88,5,4,3,,93,7,0,,7,2,1,4,3,5,6,The autonomous vehicle companies themselves,Within the next 5 years,Slightly comfortable,Slightly comfortable,Slightly comfortable,Neither comfortable nor uncomfortable,Slightly comfortable,Slightly comfortable,Slightly comfortable,Neither comfortable nor uncomfortable,"convenience, fun, easy","accidents, technology, injuries",Within the past few months,A few times per week,Never,Never,A few times a year,A few times a year,Disagree,Disagree,Somewhat agree,Agree,Agree,Agree,White,Some college,7th Rung,"Not in paid work (e.g. homemaker', 'retired or disabled)",Female,United States,English,White,United States,No,United States
599de51717c03c000151b1f4,35000,5,2,1,20,1,1,Very confident,Very confident,Very confident,Agree,Agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,81,9,0,10,The other party,94,6,0,,4,3,1,2,5,7,6,The general public,Within 5-10 years,Moderately comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,In preventing accidents,Predicting human error,Within the past year,Daily,Never,A few times a year,A few times per week,A few times a year,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,White,4 year degree,4th Rung,Part-Time,Female,United States,English,White,United States,No,United States
